epoch,train_loss,test_loss,behavioral_rsa_rho,behavioral_rsa_p_value,used_random_targets,used_shuffled_targets,used_uniform_images
29,38.824980611616226,40.086128677452464,0.7426131294927547,2.8926059992718596e-198,False,False,False
30,38.14414789934238,39.441134078726584,0.7460519389579716,4.4932307109787975e-201,False,False,False
31,37.39345932006836,38.90698294876689,0.7488270050666666,2.2523529862927215e-203,False,False,False
32,36.75182282297235,38.43234912598331,0.7475465863911295,2.6155807538980946e-202,False,False,False
33,36.10987738294945,37.91305375494351,0.7485183266979435,4.073397167943812e-203,False,False,False
34,35.530991836928266,37.483050625627214,0.7519453890110693,5.392657438828968e-206,False,False,False
35,34.91651769622211,37.10812782582657,0.7537478787167159,1.5812314612468296e-207,False,False,False
36,34.43392569206428,36.66178301816487,0.7507701303393952,5.298100201474182e-205,False,False,False
37,33.86261146418606,36.20965247391337,0.7573170982920701,1.3310503232903363e-210,False,False,False
38,33.3564807648804,35.87747485334702,0.7577776828051127,5.290763132786496e-211,False,False,False
39,32.87404304990478,35.563402017835756,0.7619673735763854,1.0889299359610069e-214,False,False,False
40,32.4335277166393,35.25189350191401,0.7602457218351473,3.639736956179502e-213,False,False,False
41,32.016379707737975,34.95091161148324,0.7638015931341218,2.505811553725402e-216,False,False,False
42,31.632833459700905,34.68188130921422,0.7622926777187264,5.592055277982045e-215,False,False,False
43,31.235908048635043,34.41444717322924,0.7660173401254713,2.5126838562895423e-218,False,False,False
44,30.828975291793697,34.19138530077855,0.7656362809057492,5.565006840063184e-218,False,False,False
45,30.487352545571788,33.89624615663982,0.765934215437862,2.9889885266667103e-218,False,False,False
46,30.125746243548196,33.74626505309047,0.7657340665408261,4.538497472311948e-218,False,False,False
47,29.79832714218182,33.451400862214314,0.7683413114133821,1.9042410856303697e-220,False,False,False
48,29.451300940685325,33.19928528590756,0.7688402183973218,6.626249008223336e-221,False,False,False
49,29.16833236673202,33.09849988821462,0.767865434700215,5.199222706020878e-220,False,False,False
50,28.862403251457742,32.91190051505579,0.7709285192396845,7.756485098666939e-223,False,False,False
51,28.564739660543086,32.75844032329749,0.7706513742404363,1.4034434903262518e-222,False,False,False
52,28.28802250891181,32.59333558899263,0.7688548417204588,6.42410575965298e-221,False,False,False
53,28.03939579464392,32.36900203135791,0.7737938461173479,1.6056375994882362e-225,False,False,False
54,27.76608485065999,32.21806152090842,0.7698504985600536,7.750887628251367e-222,False,False,False
55,27.52275060616702,32.16556074869567,0.7700010335065492,5.6244995292075e-222,False,False,False
56,27.24970659588843,31.923669277633753,0.7735232979173879,2.889117419117313e-225,False,False,False
57,27.032582481151803,31.824399832203902,0.771276172234367,3.682160108205085e-223,False,False,False
58,26.761194075904065,31.709035125226606,0.7748205806539699,1.7148707542042684e-226,False,False,False
59,26.52392361500917,31.584549814298008,0.776896933681145,1.7943909269245426e-228,False,False,False
60,26.318489307181657,31.45068795641483,0.7769521703788609,1.5883393102237534e-228,False,False,False
61,26.084874884903925,31.30525439351962,0.7752154229201134,7.232526855045553e-227,False,False,False
62,25.85489534605243,31.25399525257764,0.777558720572479,4.151820843133965e-229,False,False,False
63,25.660417794520836,31.16723618059527,0.7777707378555602,2.594905090993373e-229,False,False,False
64,25.456131552064846,31.099378406672187,0.771392322723229,2.869941013828463e-223,False,False,False
65,25.24426550085855,30.958832124320182,0.7725079802748447,2.6002767076557604e-224,False,False,False
66,25.0100510140205,30.783536162824262,0.771082126839841,5.58177512462485e-223,False,False,False
67,24.806553341345115,30.727399773360617,0.7753790511336374,5.054574544339065e-227,False,False,False
68,24.61286319722099,30.653073558491236,0.7725472935197791,2.3887081940690778e-224,False,False,False
69,24.42913043267839,30.530953971061916,0.7737947449207996,1.6025050135305186e-225,False,False,False
70,24.244685682893792,30.53554836294269,0.7758657678344816,1.7380087815423525e-227,False,False,False
71,24.032177621307795,30.40138512289985,0.7766976835875607,2.785338080868323e-228,False,False,False
72,23.869855743365935,30.35148403526011,0.7727130997639934,1.669693564746576e-224,False,False,False
73,23.701669280879056,30.249795376266565,0.7726015728873068,2.1245334722582206e-224,False,False,False
74,23.497225209286338,30.207561155709115,0.773643963325915,2.2234415074709244e-225,False,False,False
75,23.330024877743707,30.146455543475916,0.7746070416757422,2.733311592647296e-226,False,False,False
76,23.17119357988775,30.080293307646862,0.774056489027413,9.070773402315768e-226,False,False,False
77,22.997985433013156,30.064331834487493,0.7737007509821452,1.9655002759292696e-225,False,False,False
78,22.821909141012174,29.986038250159165,0.7724935492538416,2.682544256197044e-224,False,False,False
79,22.66654118144281,29.944362619305185,0.7695130083150984,1.5892586049112828e-221,False,False,False
80,22.484646741703276,29.897518453018442,0.7729493136720937,1.0019350964370085e-224,False,False,False
81,22.319045761615616,29.79682361750313,0.7705541738727235,1.727547074356473e-222,False,False,False
82,22.156587500321237,29.734734761780796,0.7692685964834212,2.671159188530556e-221,False,False,False
83,21.98610537732407,29.726761728360508,0.7712063916426564,4.2765524533274625e-223,False,False,False
84,21.851696875617115,29.65701272869637,0.7717019918659896,1.4757328434928561e-223,False,False,False
85,21.69639244502271,29.61545295083062,0.768357050924992,1.8419433480534802e-220,False,False,False
86,21.54366393366679,29.580497868153273,0.7690767249391042,4.013594274359563e-221,False,False,False
87,21.385754746413298,29.567154099269466,0.7710813032850503,5.591634058397058e-223,False,False,False
88,21.243031588948003,29.547255057656304,0.7715888178797214,1.882051625022831e-223,False,False,False
89,21.10392594799771,29.5174401425525,0.7718995488646995,9.649037755948701e-224,False,False,False
90,20.949191386679864,29.48290629940138,0.7713410951069565,3.2034287191993205e-223,False,False,False
91,20.81003494474036,29.432315910718717,0.7647252537269853,3.7017353592849235e-217,False,False,False
92,20.644733539908877,29.409369516109233,0.7683328041341987,1.938783884116606e-220,False,False,False
93,20.503420832414708,29.402119020072135,0.7683595968380252,1.8320593207083008e-220,False,False,False
94,20.390846574735775,29.340442509940974,0.7645559275176249,5.259535461736252e-217,False,False,False
95,20.23758826955864,29.3872090966662,0.7670760553430532,2.7367000321236038e-219,False,False,False
96,20.118632255828942,29.320004078564722,0.7660882034618052,2.166938430293078e-218,False,False,False
97,19.96973926406818,29.313561371018213,0.7660516033491508,2.339134208205386e-218,False,False,False
98,19.847543040140845,29.227290158772337,0.7655061843316999,7.298147026333925e-218,False,False,False
99,19.71094334885024,29.271917880569372,0.7647871959164997,3.255149296932498e-217,False,False,False
100,19.575853881413256,29.229473050786645,0.7639933267225602,1.6860021562439712e-216,False,False,False
101,19.441820297875232,29.23242229651351,0.7635203303609199,4.478152534883485e-216,False,False,False
102,19.328169883453285,29.211177320111524,0.7623508365727808,4.963379408664493e-215,False,False,False
103,19.19247490943634,29.159020966587804,0.7616146747409291,2.2401477863929147e-214,False,False,False
104,19.06227800258309,29.1852038894569,0.760668928666038,1.5403831965232464e-213,False,False,False
105,18.958408086253666,29.197621761764612,0.7592215959187764,2.8944233025033717e-212,False,False,False
106,18.83466462745561,29.152570819327845,0.7627911959179171,2.009678296061444e-215,False,False,False
107,18.699757710718384,29.154452919301406,0.7629793133901422,1.364986532238033e-215,False,False,False
108,18.5849431373406,29.115697892331287,0.7601601808294212,4.329699432681291e-213,False,False,False
109,18.454062702252923,29.14332943068025,0.7627486093562256,2.1934952735346497e-215,False,False,False
110,18.34974084996781,29.137702562532372,0.7597823029558706,9.313326809255131e-213,False,False,False
111,18.23190433364826,29.1301606742058,0.7580052556586322,3.351302890677507e-211,False,False,False
112,18.121547804644894,29.1180062056905,0.7587070037694822,8.172009178320991e-212,False,False,False
113,18.01946426560674,29.132110785384203,0.7590818340722589,3.8379686336986233e-212,False,False,False
114,17.888563272365243,29.074258013983457,0.7550653448163925,1.1754551738698277e-208,False,False,False
115,17.776149332358237,29.122682286889514,0.7568111053925451,3.658798148132472e-210,False,False,False
116,17.68596428847379,29.056020072810558,0.7571662707118924,1.7997354277619825e-210,False,False,False
117,17.557873305851732,29.099227020095068,0.7569678650755047,2.6754971542513e-210,False,False,False
118,17.44798654466455,29.09851986795499,0.7561898106418359,1.262049600886637e-209,False,False,False
119,17.337978466065636,29.09329693620376,0.7556764517344874,3.5008496208505216e-209,False,False,False
120,17.23466404521234,29.087317345550705,0.756133813096547,1.4107931811867998e-209,False,False,False
121,17.140754121162225,29.08545427691212,0.7561186713937448,1.4539346659687872e-209,False,False,False
122,17.035417958309775,29.08954710986733,0.755091502087081,1.1161487582621674e-208,False,False,False
123,16.936291269318218,29.124283996076215,0.7526178653927582,1.4504071930401773e-206,False,False,False
124,16.848387908407194,29.14302874401788,0.7522187924796693,3.1634197062059894e-206,False,False,False
125,16.736896282417952,29.095365598056855,0.7512534942943401,2.073343430659501e-205,False,False,False
126,16.635850441422818,29.137378861232357,0.752738183821348,1.1461894776763146e-206,False,False,False
127,16.545335278286498,29.149621362844226,0.7544571057083812,3.910475760181606e-208,False,False,False
128,16.451822122378363,29.148225836990946,0.7497313183926695,3.950124603674644e-204,False,False,False
129,16.353128042247487,29.15558194323798,0.7510264314595235,3.2224756786448867e-205,False,False,False
130,16.265317568158178,29.16704966086709,0.7503641679933359,1.1630512607332011e-204,False,False,False
131,16.15816163884636,29.139565230733123,0.7525970382355629,1.5107082823342303e-206,False,False,False
132,16.06415518763323,29.174000945539106,0.750254292406712,1.438494235094795e-204,False,False,False
133,15.97334703778296,29.15796515954792,0.7485823047817884,3.602917293105604e-203,False,False,False
134,15.880028465778214,29.182357324421076,0.748720632723264,2.762822727799939e-203,False,False,False
135,15.802215576171875,29.222375500926656,0.7474666932154658,3.046507913259682e-202,False,False,False
136,15.72073049360365,29.228508754329788,0.7478102744214874,1.5804627531731863e-202,False,False,False
